age,workclass,education,marital-status,occupation,relationship,gender,native-country,income
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
